group,variable,value
522,513.519,1.562
522,513.889,1.641
522,514.259,0.312
522,514.63,0.117
522,515,1.68
522.5,515,5.547
522.5,514.615,4.726
522.5,514.231,3.633
522.5,513.846,2.656
522.5,513.462,2.109
522.5,513.077,1.797
522.5,512.692,1.68
522.5,512.308,1.641
522.5,511.923,1.875
522.5,511.538,1.914
522.5,511.154,2.031
522.5,510.769,4.062
522.5,510.385,-9.688
522.5,510,-3.984
522.5,509.615,-0.195
522.5,509.231,0.898
522.5,508.846,1.68
522.5,508.462,0.273
522.5,508.077,-3.047
522.5,507.692,2.07
522.5,507.308,0.82
522.5,506.923,-1.484
522.5,506.538,0.195
522.5,506.154,0.859
522.5,505.769,1.406
522.5,505.385,4.101
522.5,505,7.891
523,505,4.687
523,505.357,8.32
523,505.714,6.445
523,506.071,0.312
523,506.429,3.164
523,506.786,3.281
523,507.143,2.148
523,507.5,2.187
523,507.857,3.398
523,508.214,2.461
523,508.571,4.883
523,508.929,3.828
523,509.286,2.812
523,509.643,2.109
523,510,2.383
523,510.357,2.422
523,510.714,2.773
523,511.071,2.226
523,511.429,1.992
523,511.786,1.992
523,512.143,2.07
523,512.5,1.641
523,512.857,1.406
523,513.214,1.523
523,513.571,1.875
523,513.929,1.875
523,514.286,1.836
523,514.643,1.211
523,515,1.211
523.5,515,1.719
523.5,514.63,1.406
523.5,514.259,1.641
523.5,513.889,1.68
523.5,513.519,1.836
523.5,513.148,1.914
523.5,512.778,1.719
523.5,512.407,1.601
523.5,512.037,1.719
523.5,511.667,1.719
523.5,511.296,1.797
523.5,510.926,1.836
523.5,510.556,1.758
523.5,510.185,1.484
523.5,509.815,1.445
523.5,509.444,2.773
523.5,509.074,5.586
523.5,508.704,6.641
523.5,508.333,5.664
523.5,507.963,4.922
523.5,507.593,4.57
523.5,507.222,3.672
523.5,506.852,3.828
523.5,506.481,2.031
523.5,506.111,-1.289
523.5,505.741,0.586
523.5,505.37,1.992
523.5,505,1.719
524,505,-7.695
524,505.37,-19.336
524,505.741,-7.734
524,506.111,0.586
524,506.481,1.719
524,506.852,2.109
524,507.222,2.617
524,507.593,2.93
524,507.963,2.734
524,508.333,2.812
524,508.704,2.5
524,509.074,2.422
524,509.444,6.289
524,509.815,-10.234
524,510.185,-18.359
524,510.556,-3.633
524,510.926,-0.391
524,511.296,0.547
524,511.667,1.211
524,512.037,1.328
524,512.407,1.445
524,512.778,1.758
524,513.148,1.562
524,513.519,1.562
524,513.889,1.641
524,514.259,1.445
524,514.63,1.68
524,515,1.719
524.5,515,1.719
524.5,514.63,1.562
524.5,514.259,1.641
524.5,513.889,1.523
524.5,513.519,1.562
524.5,513.148,1.641
524.5,512.778,1.758
524.5,512.407,1.68
524.5,512.037,1.758
524.5,511.667,1.523
524.5,511.296,1.484
524.5,510.926,1.758
524.5,510.556,1.992
524.5,510.185,1.68
524.5,509.815,1.601
524.5,509.444,1.758
524.5,509.074,3.32
524.5,508.704,0.859
524.5,508.333,0.742
524.5,507.963,1.992
524.5,507.593,2.344
524.5,507.222,2.109
524.5,506.852,1.68
524.5,506.481,1.641
524.5,506.111,1.758
524.5,505.741,1.719
524.5,505.37,1.914
524.5,505,2.031
525,505,3.125
525,505.37,3.086
525,505.741,2.5
525,506.111,1.836
525,506.481,1.68
525,506.852,1.406
525,507.222,1.68
525,507.593,1.875
525,507.963,1.719
525,508.333,1.523
525,508.704,1.484
525,509.074,2.617
525,509.444,1.601
525,509.815,-0.039
525,510.185,1.719
525,510.556,1.992
525,510.926,2.148
525,511.296,1.875
525,511.667,1.758
525,512.037,1.914
525,512.407,1.992
525,512.778,1.914
525,513.148,1.836
525,513.519,1.641
525,513.889,1.836
525,514.259,1.797
525,514.63,1.797
525,515,1.523
525.5,515,1.523
525.5,514.63,1.641
525.5,514.259,1.523
525.5,513.889,1.484
525.5,513.519,1.914
525.5,513.148,1.836
525.5,512.778,2.07
525.5,512.407,1.836
525.5,512.037,1.523
525.5,511.667,1.523
525.5,511.296,1.445
525.5,510.926,1.367
525.5,510.556,1.484
525.5,510.185,1.68
525.5,509.815,1.367
525.5,509.444,1.719
525.5,509.074,2.031
525.5,508.704,2.578
525.5,508.333,1.562
525.5,507.963,2.539
525.5,507.593,2.695
525.5,507.222,2.148
525.5,506.852,1.719
525.5,506.481,1.836
525.5,506.111,1.875
525.5,505.741,1.797
525.5,505.37,1.641
525.5,505,1.992
526,505,6.133
526,505.37,4.609
526,505.741,3.516
526,506.111,2.656
526,506.481,2.187
526,506.852,2.109
526,507.222,1.719
526,507.593,1.641
526,507.963,1.758
526,508.333,2.422
526,508.704,3.945
526,509.074,-31.719
526,509.444,-16.133
526,509.815,-4.844
526,510.185,-1.484
526,510.556,0.156
526,510.926,1.016
526,511.296,1.68
526,511.667,1.758
526,512.037,1.601
526,512.407,1.484
526,512.778,1.641
526,513.148,2.031
526,513.519,2.148
526,513.889,1.875
526,514.259,1.719
526,514.63,2.07
526,515,2.5
526.5,515,4.141
526.5,514.63,1.445
526.5,514.259,4.18
526.5,513.889,6.914
526.5,513.519,4.492
526.5,513.148,2.93
526.5,512.778,2.148
526.5,512.407,1.992
526.5,512.037,1.836
526.5,511.667,1.68
526.5,511.296,1.719
526.5,510.926,1.758
526.5,510.556,1.836
526.5,510.185,1.836
526.5,509.815,1.836
526.5,509.444,1.992
526.5,509.074,1.836
526.5,508.704,2.773
526.5,508.333,1.25
526.5,507.963,1.953
526.5,507.593,3.359
526.5,507.222,2.578
526.5,506.852,2.031
526.5,506.481,1.719
526.5,506.111,1.68
526.5,505.741,1.836
526.5,505.37,1.641
526.5,505,1.641
527,505,2.031
527,505.385,2.031
527,505.769,1.758
527,506.154,2.031
527,506.538,1.875
527,506.923,2.187
527,507.308,1.797
527,507.692,1.562
527,508.077,1.797
527,508.462,1.797
527,508.846,1.914
527,509.231,2.109
527,509.615,3.086
527,510,2.422
527,510.385,2.305
527,510.769,1.953
527,511.154,2.148
527,511.538,2.187
527,511.923,2.109
527,512.308,1.836
527,512.692,1.875
527,513.077,1.914
527,513.462,1.953
527,513.846,1.875
527,514.231,1.797
527,514.615,2.422
527,515,3.711
527.5,515,4.922
527.5,514.643,-0.547
527.5,514.286,1.601
527.5,513.929,3.984
527.5,513.571,2.734
527.5,513.214,2.187
527.5,512.857,2.344
527.5,512.5,2.031
527.5,512.143,1.797
527.5,511.786,1.68
527.5,511.429,1.914
527.5,511.071,2.148
527.5,510.714,1.875
527.5,510.357,2.07
527.5,510,1.836
527.5,509.643,2.148
527.5,509.286,1.836
527.5,508.929,1.992
527.5,508.571,1.68
527.5,508.214,1.719
527.5,507.857,1.914
527.5,507.5,1.68
527.5,507.143,1.601
527.5,506.786,1.523
527.5,506.429,1.68
527.5,506.071,1.641
527.5,505.714,1.25
527.5,505.357,1.367
527.5,505,2.109
528,505,2.109
528,505.357,1.992
528,505.714,1.953
528,506.071,1.758
528,506.429,1.562
528,506.786,1.562
528,507.143,1.68
528,507.5,1.914
528,507.857,1.523
528,508.214,1.641
528,508.571,1.914
528,508.929,1.719
528,509.286,1.601
528,509.643,1.719
528,510,1.641
528,510.357,1.641
528,510.714,1.914
528,511.071,1.367
528,511.429,2.226
528,511.786,2.109
528,512.143,1.641
528,512.5,1.719
528,512.857,1.914
528,513.214,0.586
528,513.571,0.43
528,513.929,1.133
528,514.286,1.406
528,514.643,1.836
528,515,1.992
528.5,515,1.875
528.5,514.63,2.031
528.5,514.259,1.719
528.5,513.889,1.719
528.5,513.519,1.992
528.5,513.148,2.07
528.5,512.778,1.992
528.5,512.407,2.187
528.5,512.037,1.641
528.5,511.667,1.758
528.5,511.296,1.719
528.5,510.926,1.758
528.5,510.556,1.719
528.5,510.185,1.523
528.5,509.815,1.836
528.5,509.444,1.797
528.5,509.074,1.484
528.5,508.704,1.172
528.5,508.333,1.25
528.5,507.963,1.68
528.5,507.593,1.562
528.5,507.222,1.562
528.5,506.852,1.523
528.5,506.481,1.875
528.5,506.111,2.109
528.5,505.741,1.953
528.5,505.37,1.875
528.5,505,2.148
529,505,2.422
529,505.37,2.109
529,505.741,1.797
529,506.111,1.836
529,506.481,1.641
529,506.852,1.523
529,507.222,1.445
529,507.593,1.758
529,507.963,1.914
529,508.333,1.562
529,508.704,1.641
529,509.074,1.641
529,509.444,1.562
529,509.815,1.758
529,510.185,1.68
529,510.556,1.133
529,510.926,1.797
529,511.296,2.461
529,511.667,2.226
529,512.037,1.914
529,512.407,1.68
529,512.778,1.836
529,513.148,2.031
529,513.519,1.797
529,513.889,2.148
529,514.259,2.344
529,514.63,2.148
529,515,2.266
529.5,515,1.797
529.5,514.643,1.992
529.5,514.286,2.031
529.5,513.929,2.07
529.5,513.571,2.109
529.5,513.214,2.226
529.5,512.857,2.266
529.5,512.5,2.148
529.5,512.143,2.07
529.5,511.786,1.953
529.5,511.429,1.992
529.5,511.071,2.031
529.5,510.714,2.031
529.5,510.357,-0.117
529.5,510,0.586
529.5,509.643,2.148
529.5,509.286,2.226
529.5,508.929,1.68
529.5,508.571,1.445
529.5,508.214,1.484
529.5,507.857,1.68
529.5,507.5,1.914
529.5,507.143,1.641
529.5,506.786,1.445
529.5,506.429,1.68
529.5,506.071,1.797
529.5,505.714,1.875
529.5,505.357,2.07
529.5,505,2.031
530,505,2.266
530,505.357,1.875
530,505.714,1.719
530,506.071,1.719
530,506.429,1.758
530,506.786,1.601
530,507.143,1.445
530,507.5,1.133
530,507.857,1.484
530,508.214,1.523
530,508.571,1.68
530,508.929,1.445
530,509.286,1.289
530,509.643,1.797
530,510,2.031
530,510.357,1.68
530,510.714,-0.859
530,511.071,-4.922
530,511.429,-3.086
530,511.786,-0.391
530,512.143,0.898
530,512.5,1.719
530,512.857,1.953
530,513.214,2.344
530,513.571,2.383
530,513.929,2.226
530,514.286,2.305
530,514.643,2.226
530,515,2.031
530,515.357,2.226
530,515.714,1.953
530,516.071,2.148
530,516.429,2.383
530,516.786,2.344
530,517.143,2.266
530,517.5,2.226
530,517.857,2.031
530,518.214,2.226
530,518.571,2.031
530,518.929,2.148
530,519.286,2.109
530,519.643,1.992
530,520,1.797
530,520.357,1.992
530,520.714,1.914
530,521.071,2.109
530,521.429,2.07
530,521.786,1.914
530,522.143,0.742
530,522.5,1.133
530,522.857,1.523
530,523.214,1.523
530,523.571,1.641
530,523.929,1.641
530,524.286,1.68
530,524.643,1.797
530,525,1.836
530.5,525,0.156
530.5,524.63,0.781
530.5,524.259,1.25
530.5,523.889,1.406
530.5,523.519,1.601
530.5,523.148,1.758
530.5,522.778,1.562
530.5,522.407,1.719
530.5,522.037,0.781
530.5,521.667,1.367
530.5,521.296,1.523
530.5,520.926,1.328
530.5,520.556,1.68
530.5,520.185,1.875
530.5,519.815,1.641
530.5,519.444,2.031
530.5,519.074,2.109
530.5,518.704,2.226
530.5,518.333,2.226
530.5,517.963,2.422
530.5,517.593,2.305
530.5,517.222,2.266
530.5,516.852,2.109
530.5,516.481,2.07
530.5,516.111,2.226
530.5,515.741,2.148
530.5,515.37,2.305
530.5,515,2.226
530.5,514.63,2.187
530.5,514.259,2.344
530.5,513.889,2.578
530.5,513.519,2.695
530.5,513.148,2.617
530.5,512.778,2.5
530.5,512.407,2.656
530.5,512.037,2.266
530.5,511.667,2.266
530.5,511.296,2.148
530.5,510.926,1.875
530.5,510.556,1.68
530.5,510.185,1.641
530.5,509.815,2.031
530.5,509.444,2.07
530.5,509.074,2.148
530.5,508.704,2.031
530.5,508.333,1.953
530.5,507.963,1.914
530.5,507.593,1.992
530.5,507.222,2.07
530.5,506.852,1.914
530.5,506.481,1.992
530.5,506.111,2.109
530.5,505.741,1.875
530.5,505.37,2.148
530.5,505,1.953
531,505,2.695
531,505.37,2.226
531,505.741,1.875
531,506.111,1.758
531,506.481,1.68
531,506.852,1.641
531,507.222,1.875
531,507.593,2.109
531,507.963,2.031
531,508.333,1.875
531,508.704,2.109
531,509.074,2.109
531,509.444,1.992
531,509.815,1.601
531,510.185,1.25
531,510.556,1.641
531,510.926,1.758
531,511.296,1.914
531,511.667,2.148
531,512.037,2.148
531,512.407,2.422
531,512.778,2.344
531,513.148,2.617
531,513.519,2.851
531,513.889,2.851
531,514.259,2.695
531,514.63,2.617
531,515,2.305
531,515.37,2.383
531,515.741,2.383
531,516.111,2.617
531,516.481,2.5
531,516.852,2.617
531,517.222,2.461
531,517.593,2.422
531,517.963,1.992
531,518.333,2.187
531,518.704,2.226
531,519.074,2.226
531,519.444,2.305
531,519.815,2.226
531,520.185,1.992
531,520.556,2.187
531,520.926,2.344
531,521.296,2.109
531,521.667,2.109
531,522.037,1.836
531,522.407,1.875
531,522.778,2.148
531,523.148,2.031
531,523.519,1.836
531,523.889,2.031
531,524.259,1.289
531,524.63,1.094
531,525,1.836
531.5,525,1.914
531.5,524.643,1.836
531.5,524.286,1.992
531.5,523.929,1.875
531.5,523.571,1.992
531.5,523.214,1.719
531.5,522.857,1.758
531.5,522.5,1.445
531.5,522.143,1.719
531.5,521.786,1.601
531.5,521.429,1.601
531.5,521.071,1.953
531.5,520.714,1.758
531.5,520.357,1.797
531.5,520,1.797
531.5,519.643,2.07
531.5,519.286,2.344
531.5,518.929,2.266
531.5,518.571,2.148
531.5,518.214,2.07
531.5,517.857,2.422
531.5,517.5,2.266
531.5,517.143,2.109
531.5,516.786,2.305
531.5,516.429,2.422
531.5,516.071,2.461
531.5,515.714,2.344
531.5,515.357,2.031
531.5,515,2.187
531.5,514.643,2.344
531.5,514.286,2.305
531.5,513.929,2.617
531.5,513.571,3.086
531.5,513.214,2.5
531.5,512.857,2.969
531.5,512.5,2.812
531.5,512.143,2.461
531.5,511.786,2.578
531.5,511.429,2.812
531.5,511.071,2.93
531.5,510.714,2.5
531.5,510.357,2.109
531.5,510,2.266
531.5,509.643,2.617
531.5,509.286,-2.695
531.5,508.929,-0.195
531.5,508.571,2.851
531.5,508.214,2.422
531.5,507.857,2.031
531.5,507.5,1.992
531.5,507.143,1.914
531.5,506.786,2.187
531.5,506.429,2.383
531.5,506.071,2.226
531.5,505.714,2.187
531.5,505.357,2.148
531.5,505,2.266
532,505,2.383
532,505.364,2.383
532,505.727,2.344
532,506.091,1.992
532,506.455,2.187
532,506.818,2.539
532,507.182,2.109
532,507.545,2.07
532,507.909,2.344
532,508.273,2.266
532,508.636,2.109
532,509,2.187
532,509.364,2.305
532,509.727,2.344
532,510.091,2.461
532,510.455,2.344
532,510.818,2.148
532,511.182,2.422
532,511.545,2.695
532,511.909,2.617
532,512.273,2.461
532,512.636,2.461
532,513,2.734
532,513.364,2.617
532,513.727,2.851
532,514.091,2.773
532,514.455,3.125
532,514.818,3.047
532,515.182,2.851
532,515.545,2.5
532,515.909,2.773
532,516.273,3.086
532,516.636,2.617
532,517,2.734
532,517.364,2.656
532,517.727,2.539
532,518.091,2.695
532,518.455,2.695
532,518.818,2.422
532,519.182,2.109
532,519.545,2.266
532,519.909,2.031
532,520.273,2.109
532,520.636,1.836
532,521,2.07
532,521.364,1.836
532,521.727,1.836
532,522.091,1.875
532,522.455,2.109
532,522.818,1.914
532,523.182,1.992
532,523.545,1.836
532,523.909,2.07
532,524.273,2.305
532,524.636,0.625
532,525,1.406
532.5,525,3.281
532.5,524.643,0.82
532.5,524.286,0.156
532.5,523.929,0.898
532.5,523.571,1.133
532.5,523.214,1.445
532.5,522.857,1.328
532.5,522.5,1.758
532.5,522.143,1.836
532.5,521.786,1.797
532.5,521.429,1.914
532.5,521.071,2.344
532.5,520.714,2.187
532.5,520.357,2.109
532.5,520,2.109
532.5,519.643,2.226
532.5,519.286,2.5
532.5,518.929,2.5
532.5,518.571,2.695
532.5,518.214,2.422
532.5,517.857,2.734
532.5,517.5,3.047
532.5,517.143,2.617
532.5,516.786,2.305
532.5,516.429,2.539
532.5,516.071,2.695
532.5,515.714,2.539
532.5,515.357,2.461
532.5,515,2.5
532.5,514.643,2.656
532.5,514.286,2.695
532.5,513.929,2.656
532.5,513.571,2.773
532.5,513.214,2.578
532.5,512.857,2.851
532.5,512.5,2.5
532.5,512.143,2.344
532.5,511.786,2.461
532.5,511.429,2.266
532.5,511.071,2.305
532.5,510.714,1.992
532.5,510.357,2.461
532.5,510,2.226
532.5,509.643,2.539
532.5,509.286,2.109
532.5,508.929,1.914
532.5,508.571,1.797
532.5,508.214,1.992
532.5,507.857,2.187
532.5,507.5,2.148
532.5,507.143,1.953
532.5,506.786,1.953
532.5,506.429,2.383
532.5,506.071,2.383
532.5,505.714,2.07
532.5,505.357,2.5
532.5,505,2.422
533,505,2.461
533,505.351,2.187
533,505.702,2.344
533,506.053,2.148
533,506.404,2.148
533,506.754,2.031
533,507.105,1.797
533,507.456,1.719
533,507.807,1.719
533,508.158,1.875
533,508.509,1.601
533,508.86,2.266
533,509.211,2.148
533,509.561,2.109
533,509.912,2.07
533,510.263,2.187
533,510.614,2.266
533,510.965,2.305
533,511.316,2.07
533,511.667,2.187
533,512.018,2.148
533,512.368,2.344
533,512.719,2.187
533,513.07,2.266
533,513.421,2.383
533,513.772,2.461
533,514.123,2.578
533,514.474,2.851
533,514.825,2.93
533,515.175,3.164
533,515.526,3.047
533,515.877,3.008
533,516.228,3.281
533,516.579,2.851
533,516.93,2.695
533,517.281,2.891
533,517.632,2.773
533,517.982,2.578
533,518.333,2.5
533,518.684,2.851
533,519.035,2.812
533,519.386,2.891
533,519.737,2.422
533,520.088,2.695
533,520.439,2.187
533,520.789,2.07
533,521.14,2.148
533,521.491,2.226
533,521.842,2.539
533,522.193,1.836
533,522.544,2.031
533,522.895,2.109
533,523.246,2.07
533,523.596,1.875
533,523.947,1.992
533,524.298,1.68
533,524.649,1.953
533,525,1.914
533.5,525,2.226
533.5,524.649,2.031
533.5,524.298,1.719
533.5,523.947,1.68
533.5,523.596,1.797
533.5,523.246,1.641
533.5,522.895,1.523
533.5,522.544,1.758
533.5,522.193,1.836
533.5,521.842,1.68
533.5,521.491,2.109
533.5,521.14,2.226
533.5,520.789,2.344
533.5,520.439,2.344
533.5,520.088,2.617
533.5,519.737,2.773
533.5,519.386,2.461
533.5,519.035,2.578
533.5,518.684,2.851
533.5,518.333,2.891
533.5,517.982,2.812
533.5,517.632,2.617
533.5,517.281,3.008
533.5,516.93,2.891
533.5,516.579,2.812
533.5,516.228,2.812
533.5,515.877,3.047
533.5,515.526,3.437
533.5,515.175,4.375
533.5,514.825,4.336
533.5,514.474,3.672
533.5,514.123,3.398
533.5,513.772,3.32
533.5,513.421,3.164
533.5,513.07,2.891
533.5,512.719,2.812
533.5,512.368,2.5
533.5,512.018,2.383
533.5,511.667,2.578
533.5,511.316,2.461
533.5,510.965,2.578
533.5,510.614,2.305
533.5,510.263,2.187
533.5,509.912,2.305
533.5,509.561,2.422
533.5,509.211,2.266
533.5,508.86,2.109
533.5,508.509,1.992
533.5,508.158,2.07
533.5,507.807,2.226
533.5,507.456,1.953
533.5,507.105,1.953
533.5,506.754,2.031
533.5,506.404,2.031
533.5,506.053,2.07
533.5,505.702,2.07
533.5,505.351,2.187
533.5,505,2.266
534,505,2.187
534,505.345,2.109
534,505.69,2.031
534,506.034,2.031
534,506.379,2.07
534,506.724,1.914
534,507.069,1.836
534,507.414,1.797
534,507.759,2.226
534,508.103,2.07
534,508.448,2.461
534,508.793,1.836
534,509.138,1.797
534,509.483,2.148
534,509.828,2.187
534,510.172,1.992
534,510.517,1.953
534,510.862,2.266
534,511.207,2.226
534,511.552,2.461
534,511.897,2.461
534,512.241,2.383
534,512.586,2.305
534,512.931,2.344
534,513.276,2.226
534,513.621,1.992
534,513.966,2.344
534,514.31,2.891
534,514.655,3.281
534,515,2.344
534,515.345,3.203
534,515.69,4.062
534,516.034,3.828
534,516.379,3.32
534,516.724,2.851
534,517.069,3.281
534,517.414,3.125
534,517.759,2.695
534,518.103,2.812
534,518.448,2.773
534,518.793,2.93
534,519.138,3.32
534,519.483,3.711
534,519.828,3.32
534,520.172,3.32
534,520.517,3.125
534,520.862,2.93
534,521.207,2.617
534,521.552,2.5
534,521.897,2.695
534,522.241,2.812
534,522.586,2.617
534,522.931,2.617
534,523.276,2.344
534,523.621,2.539
534,523.966,2.812
534,524.31,2.578
534,524.655,2.031
534,525,1.758
534.5,525,2.031
534.5,524.649,1.562
534.5,524.298,1.641
534.5,523.947,1.562
534.5,523.596,1.797
534.5,523.246,1.875
534.5,522.895,1.758
534.5,522.544,1.641
534.5,522.193,1.992
534.5,521.842,2.226
534.5,521.491,2.148
534.5,521.14,2.383
534.5,520.789,2.734
534.5,520.439,2.851
534.5,520.088,2.851
534.5,519.737,2.578
534.5,519.386,2.5
534.5,519.035,3.242
534.5,518.684,3.32
534.5,518.333,3.516
534.5,517.982,3.359
534.5,517.632,3.203
534.5,517.281,3.008
534.5,516.93,3.086
534.5,516.579,3.008
534.5,516.228,3.164
534.5,515.877,3.32
534.5,515.526,3.516
534.5,515.175,3.242
534.5,514.825,3.437
534.5,514.474,3.359
534.5,514.123,3.164
534.5,513.772,3.516
534.5,513.421,2.969
534.5,513.07,2.734
534.5,512.719,2.305
534.5,512.368,2.5
534.5,512.018,2.187
534.5,511.667,2.344
534.5,511.316,2.187
534.5,510.965,2.422
534.5,510.614,1.992
534.5,510.263,1.406
534.5,509.912,2.07
534.5,509.561,2.187
534.5,509.211,2.226
534.5,508.86,2.383
534.5,508.509,1.992
534.5,508.158,2.187
534.5,507.807,2.93
534.5,507.456,3.437
534.5,507.105,2.969
534.5,506.754,2.344
534.5,506.404,2.226
534.5,506.053,1.797
534.5,505.702,1.719
534.5,505.351,1.992
534.5,505,1.953
535,505,1.992
535,505.357,2.226
535,505.714,2.07
535,506.071,2.031
535,506.429,2.266
535,506.786,1.992
535,507.143,1.758
535,507.5,2.109
535,507.857,2.148
535,508.214,2.617
535,508.571,2.109
535,508.929,2.578
535,509.286,2.695
535,509.643,2.422
535,510,2.266
535,510.357,2.148
535,510.714,2.383
535,511.071,2.305
535,511.429,2.422
535,511.786,2.109
535,512.143,2.109
535,512.5,2.5
535,512.857,2.305
535,513.214,2.383
535,513.571,2.539
535,513.929,3.008
535,514.286,2.969
535,514.643,2.5
535,515,2.226
535,515.357,1.601
535,515.714,1.601
535,516.071,1.797
535,516.429,2.148
535,516.786,2.734
535,517.143,3.164
535,517.5,3.086
535,517.857,2.851
535,518.214,2.695
535,518.571,2.812
535,518.929,2.969
535,519.286,3.359
535,519.643,3.242
535,520,3.203
535,520.357,2.969
535,520.714,2.969
535,521.071,3.086
535,521.429,2.812
535,521.786,2.617
535,522.143,2.226
535,522.5,2.383
535,522.857,1.953
535,523.214,1.992
535,523.571,2.226
535,523.929,1.953
535,524.286,2.226
535,524.643,2.812
535,525,2.656
535.5,525,2.539
535.5,524.649,-2.969
535.5,524.298,-17.539
535.5,523.947,-15.664
535.5,523.596,-5.547
535.5,523.246,-1.524
535.5,522.895,0.312
535.5,522.544,0.937
535.5,522.193,1.719
535.5,521.842,1.914
535.5,521.491,2.226
535.5,521.14,2.109
535.5,520.789,2.5
535.5,520.439,2.851
535.5,520.088,2.93
535.5,519.737,2.851
535.5,519.386,2.617
535.5,519.035,2.891
535.5,518.684,2.812
535.5,518.333,3.203
535.5,517.982,3.594
535.5,517.632,3.555
535.5,517.281,3.359
535.5,516.93,3.203
535.5,516.579,3.32
535.5,516.228,2.812
535.5,515.877,3.32
535.5,515.526,3.125
535.5,515.175,3.047
535.5,514.825,2.891
535.5,514.474,3.047
535.5,514.123,2.891
535.5,513.772,3.281
535.5,513.421,2.891
535.5,513.07,2.695
535.5,512.719,2.695
535.5,512.368,2.5
535.5,512.018,2.969
535.5,511.667,2.851
535.5,511.316,2.461
535.5,510.965,3.008
535.5,510.614,2.656
535.5,510.263,2.969
535.5,509.912,2.5
535.5,509.561,2.734
535.5,509.211,2.891
535.5,508.86,3.281
535.5,508.509,2.812
535.5,508.158,2.695
535.5,507.807,2.305
535.5,507.456,2.461
535.5,507.105,1.68
535.5,506.754,1.68
535.5,506.404,1.836
535.5,506.053,2.5
535.5,505.702,2.773
535.5,505.351,2.812
535.5,505,2.617
536,505,2.031
536,505.351,2.344
536,505.702,3.125
536,506.053,5.351
536,506.404,-1.641
536,506.754,-0.156
536,507.105,1.445
536,507.456,1.641
536,507.807,2.031
536,508.158,1.992
536,508.509,2.148
536,508.86,2.07
536,509.211,2.148
536,509.561,2.226
536,509.912,2.539
536,510.263,2.617
536,510.614,2.695
536,510.965,2.383
536,511.316,2.187
536,511.667,2.578
536,512.018,2.226
536,512.368,2.344
536,512.719,2.266
536,513.07,2.305
536,513.421,2.5
536,513.772,2.383
536,514.123,2.461
536,514.474,2.851
536,514.825,2.969
536,515.175,2.773
536,515.526,2.812
536,515.877,2.969
536,516.228,2.891
536,516.579,3.32
536,516.93,3.476
536,517.281,3.398
536,517.632,3.32
536,517.982,3.32
536,518.333,3.359
536,518.684,3.086
536,519.035,2.773
536,519.386,2.891
536,519.737,3.164
536,520.088,2.969
536,520.439,3.047
536,520.789,2.617
536,521.14,3.203
536,521.491,2.734
536,521.842,2.93
536,522.193,2.617
536,522.544,2.812
536,522.895,2.851
536,523.246,2.734
536,523.596,2.422
536,523.947,2.344
536,524.298,2.734
536,524.649,2.773
536,525,2.344
536.5,525,2.226
536.5,524.643,2.266
536.5,524.286,1.875
536.5,523.929,1.641
536.5,523.571,1.601
536.5,523.214,1.68
536.5,522.857,2.266
536.5,522.5,2.422
536.5,522.143,2.383
536.5,521.786,0.586
536.5,521.429,1.133
536.5,521.071,1.992
536.5,520.714,1.953
536.5,520.357,2.031
536.5,520,2.148
536.5,519.643,2.383
536.5,519.286,2.617
536.5,518.929,2.461
536.5,518.571,2.5
536.5,518.214,2.695
536.5,517.857,2.891
536.5,517.5,3.242
536.5,517.143,3.008
536.5,516.786,3.398
536.5,516.429,3.555
536.5,516.071,3.555
536.5,515.714,3.242
536.5,515.357,2.773
536.5,515,2.734
536.5,514.643,3.008
536.5,514.286,3.359
536.5,513.929,2.93
536.5,513.571,2.305
536.5,513.214,2.422
536.5,512.857,2.851
536.5,512.5,2.461
536.5,512.143,2.617
536.5,511.786,2.93
536.5,511.429,2.851
536.5,511.071,3.164
536.5,510.714,3.164
536.5,510.357,3.555
536.5,510,3.359
536.5,509.643,3.437
536.5,509.286,3.437
536.5,508.929,2.812
536.5,508.571,2.812
536.5,508.214,3.047
536.5,507.857,2.773
536.5,507.5,1.758
536.5,507.143,1.953
536.5,506.786,2.031
536.5,506.429,2.812
536.5,506.071,5.586
536.5,505.714,-1.992
536.5,505.357,-4.531
536.5,505,0.469
537,505,2.734
537,505.345,1.836
537,505.69,1.875
537,506.034,2.187
537,506.379,2.422
537,506.724,2.734
537,507.069,2.93
537,507.414,2.891
537,507.759,2.461
537,508.103,2.383
537,508.448,2.734
537,508.793,2.773
537,509.138,2.617
537,509.483,2.891
537,509.828,2.617
537,510.172,2.617
537,510.517,2.422
537,510.862,2.539
537,511.207,2.695
537,511.552,2.617
537,511.897,2.656
537,512.241,2.539
537,512.586,2.422
537,512.931,2.07
537,513.276,2.461
537,513.621,2.187
537,513.966,2.187
537,514.31,2.031
537,514.655,2.305
537,515,2.344
537,515.345,2.305
537,515.69,1.992
537,516.034,2.578
537,516.379,3.008
537,516.724,3.633
537,517.069,3.75
537,517.414,3.672
537,517.759,3.711
537,518.103,3.633
537,518.448,3.32
537,518.793,3.242
537,519.138,2.891
537,519.483,2.891
537,519.828,3.359
537,520.172,2.891
537,520.517,3.867
537,520.862,-3.672
537,521.207,-3.203
537,521.552,1.172
537,521.897,2.031
537,522.241,2.031
537,522.586,2.344
537,522.931,2.148
537,523.276,2.344
537,523.621,2.187
537,523.966,1.953
537,524.31,2.305
537,524.655,2.461
537,525,2.5
537.5,525,2.226
537.5,524.655,2.266
